ensembl_transcript_id_version,gene_name
ENST00000409557,RND3
ENST00000331426,RBM43
ENST00000409092,RBM43
ENST000002433460,NMI
ENST00000243347,TNFAIP6
ENST00000453091,RIF1
ENST00000428287,RIF1
ENST00000444746,RIF1
ENST00000243326,RIF1
ENST00000430328,RIF1
ENST00000409198,NEB
ENST00000397345,NEB
ENST00000427231,NEB
ENST000002950873,ARL5A
ENST00000428992,ARL5A
ENST00000637559,CTD-2021K4.1
ENST00000539935,CACNB4
ENST00000637547,CACNB4
ENST00000636901,CACNB4
ENST00000636130,CACNB4
ENST00000637217,CACNB4
ENST00000637309,CACNB4
ENST00000636350,CACNB4
ENST00000636598,CACNB4
ENST00000636617,CACNB4
ENST00000638005,CACNB4
ENST00000636442,CACNB4
ENST00000636785,CACNB4
ENST00000638091,CACNB4
ENST00000636773,CACNB4
ENST00000637762,CACNB4
ENST00000534999,CACNB4
ENST00000637284,CACNB4
ENST00000439467,CACNB4
ENST00000637418,CACNB4
ENST00000397327,CACNB4
ENST00000638040,CACNB4
ENST00000427385,CACNB4
ENST00000636721,CACNB4
ENST00000637779,CACNB4
ENST00000636380,CACNB4
ENST00000636108,CACNB4
ENST000003602831,CACNB4
ENST00000637514,CACNB4
ENST000002019430,CACNB4
ENST00000636947,CACNB4
ENST00000636129,CACNB4
ENST00000263904,STAM2
ENST000002886704,FMNL2
ENST00000475377,FMNL2
ENST00000410080,PRPF40A
ENST000003264460,ARL6IP6
ENST00000325926,RPRM
ENST00000392825,GALNT13
ENST00000409237,GALNT13
ENST00000651198,KCNJ3
ENST00000544049,KCNJ3
ENST00000295101,KCNJ3
ENST00000339562,NR4A2
ENST00000426264,NR4A2
ENST00000409572,NR4A2
ENST00000409108,NR4A2
ENST00000429376,NR4A2
ENST000003104540,GPD2
ENST00000438166,GPD2
ENST00000540309,GPD2
ENST00000409674,GPD2
ENST00000409125,GPD2
ENST00000259056,GALNT5
ENST00000410096,ERMN
ENST00000397283,ERMN
ENST00000420719,ERMN
ENST00000409216,ERMN
ENST00000409925,ERMN
ENST00000264192,CYTIP
ENST000002433493,ACVR1C
ENST00000409680,ACVR1C
ENST00000335450,ACVR1C
ENST00000348328,ACVR1C
ENST00000682025,ACVR1
ENST00000683487,ACVR1
ENST00000682300,ACVR1
ENST00000683441,ACVR1
ENST00000684595,ACVR1
ENST00000263640,ACVR1
ENST00000683426,ACVR1
ENST00000434821,ACVR1
ENST00000409283,ACVR1
ENST00000683820,ACVR1
ENST00000684348,ACVR1
ENST00000672582,ACVR1
ENST00000673324,ACVR1
ENST00000424669,ACVR1
ENST00000539637,ACVR1
ENST00000410057,ACVR1
ENST00000605860,UPP2
ENST00000005756,UPP2
ENST000002832330,CCDC148
ENST00000409187,CCDC148
ENST00000409889,CCDC148
ENST00000389759,PKP4
ENST00000628904,PKP4
ENST00000389757,PKP4
ENST00000629219,PKP4
ENST00000309950,DAPL1
ENST00000621326,DAPL1
ENST00000409042,DAPL1
ENST00000263635,TANC1
ENST00000359774,WDSUB1
ENST00000358147,WDSUB1
ENST00000392796,WDSUB1
ENST00000409990,WDSUB1
ENST00000409124,WDSUB1
ENST00000392783,BAZ2B
ENST00000392782,BAZ2B
ENST00000343439,BAZ2B
ENST00000539065,MARCHF7
ENST00000259050,MARCHF7
ENST00000409175,MARCHF7
ENST00000409591,MARCHF7
ENST00000259053,CD302
ENST00000429078,CD302
ENST00000553424,CD302
ENST00000504764,LY75-CD302
ENST00000505052,LY75-CD302
ENST00000263636,LY75
ENST000002832433,PLA2R1
ENST00000392771,PLA2R1
ENST00000620391,ITGB6
ENST00000283249,ITGB6
ENST00000428609,ITGB6
ENST00000409967,ITGB6
ENST00000409872,ITGB6
ENST00000348849,RBMS1
ENST00000392753,RBMS1
ENST00000409075,RBMS1
ENST00000409289,RBMS1
ENST00000409972,RBMS1
ENST00000259075,TANK
ENST00000406287,TANK
ENST00000402568,TANK
ENST00000392749,TANK
ENST00000405852,TANK
ENST00000403609,TANK
ENST00000409682,PSMD14
ENST00000389554,TBR1
ENST00000410035,TBR1
ENST00000375514,SLC4A10
ENST00000415876,SLC4A10
ENST00000446997,SLC4A10
ENST00000272716,SLC4A10
ENST00000421911,SLC4A10
ENST00000678668,DPP4
ENST00000360534,DPP4
ENST00000676810,DPP4
ENST00000676768,DPP4
ENST00000418842,GCG
ENST00000375497,GCG
ENST00000188790,FAP
ENST00000627638,FAP
ENST00000443424,FAP
ENST00000649979,IFIH1
ENST00000679938,IFIH1
ENST00000648433,IFIH1
ENST00000421365,IFIH1
ENST00000429691,GCA
ENST00000437150,GCA
ENST00000233612,GCA
ENST00000618399,KCNH7
ENST000003321420,KCNH7
ENST00000328032,KCNH7
ENST00000621889,KCNH7
ENST00000409634,FIGN
ENST00000333129,FIGN
ENST00000263915,GRB14
ENST00000375458,COBLL1
ENST00000342193,COBLL1
ENST00000409184,COBLL1
ENST00000629362,COBLL1
ENST00000480873,COBLL1
ENST00000496396,COBLL1
ENST00000483743,COBLL1
ENST00000303735,SLC38A11
ENST00000409149,SLC38A11
ENST00000409058,SLC38A11
ENST00000409662,SLC38A11
ENST000002832542,SCN3A
ENST00000639244,SCN3A
ENST00000409101,SCN3A
ENST00000668657,SCN3A
ENST00000375437,SCN2A
ENST00000631182,SCN2A
ENST00000636071,SCN2A
ENST00000636985,SCN2A
ENST00000637266,SCN2A
ENST000002832560,SCN2A
ENST000003144991,CSRNP3
ENST00000651982,CSRNP3
ENST00000342316,CSRNP3
ENST00000409420,CSRNP3
ENST00000392701,GALNT3
ENST00000409882,GALNT3
ENST00000679799,TTC21B
ENST00000243344,TTC21B
ENST00000679840,TTC21B
ENST00000680448,TTC21B
ENST00000681606,TTC21B
ENST00000641575,SCN1A
ENST00000641603,SCN1A
ENST00000303395,SCN1A
ENST00000674923,SCN1A
ENST00000640036,SCN1A
ENST00000637988,SCN1A
ENST00000635776,SCN1A
ENST00000635750,SCN1A
ENST00000375405,SCN1A
ENST00000409050,SCN1A
ENST00000642356,SCN9A
ENST00000409672,SCN9A
ENST000003033541,SCN9A
ENST00000645907,SCN9A
ENST00000644316,SCN9A
ENST00000409435,SCN9A
ENST00000454569,SCN9A
ENST00000619410,SCN7A
ENST00000621965,SCN7A
ENST00000643258,SCN7A
ENST00000441411,SCN7A
ENST00000419992,SCN7A
ENST00000409195,XIRP2
ENST00000409043,XIRP2
ENST00000409728,XIRP2
ENST00000672716,XIRP2
ENST00000628543,XIRP2
ENST00000409605,XIRP2
ENST00000409273,XIRP2
ENST00000672671,XIRP2
ENST000002952370,XIRP2
ENST00000392690,B3GALT1
ENST00000355999,STK39
ENST00000392687,CERS6
ENST000003057471,CERS6
ENST00000458381,NOSTRIN
ENST00000444448,NOSTRIN
ENST00000445023,NOSTRIN
ENST00000397206,NOSTRIN
ENST000003176472,NOSTRIN
ENST00000397209,NOSTRIN
ENST00000282074,SPC25
ENST00000429379,G6PC2
ENST00000375363,G6PC2
ENST00000421979,G6PC2
ENST00000650372,ABCB11
ENST00000602501,DHRS9
ENST00000357546,DHRS9
ENST00000432060,DHRS9
ENST00000428522,DHRS9
ENST00000421653,DHRS9
ENST00000436483,DHRS9
ENST00000412271,DHRS9
ENST00000649046,LRP2
ENST00000443831,LRP2
ENST00000392663,BBS5
ENST00000295240,BBS5
ENST00000513963,RP11-724O16.1
ENST00000284669,KLHL41
ENST00000453153,FASTKD1
ENST00000453929,FASTKD1
ENST00000414307,PPIG
ENST00000433207,PPIG
ENST00000678088,PPIG
ENST00000676508,PPIG
ENST00000260970,PPIG
ENST00000409714,PPIG
ENST00000462903,PPIG
ENST00000676756,PPIG
ENST00000679107,PPIG
ENST00000678499,PPIG
ENST00000678638,PPIG
ENST00000448752,PPIG
ENST00000447353,CCDC173
ENST00000616481,PHOSPHO2
ENST00000616524,PHOSPHO2
ENST00000617738,PHOSPHO2
ENST00000359744,PHOSPHO2
ENST00000272797,KLHL23
ENST00000602521,KLHL23
ENST00000392647,KLHL23
ENST00000260956,SSB
ENST00000409333,SSB
ENST00000409837,METTL5
ENST00000409340,METTL5
ENST000002609530,METTL5
ENST00000409965,METTL5
ENST00000392640,METTL5
ENST00000308099,METTL5
ENST00000410097,METTL5
ENST000002727931,UBR3
ENST00000409044,MYO3B
ENST00000408978,MYO3B
ENST00000375281,SP5
ENST00000409885,ERICH2
ENST00000625689,GAD1
ENST00000375272,GAD1
ENST00000358196,GAD1
ENST00000344257,GAD1
ENST00000234160,GORASP2
ENST00000360843,TLK1
ENST00000431350,TLK1
ENST00000521943,TLK1
ENST00000434911,TLK1
ENST00000375258,METTL8
ENST00000612742,METTL8
ENST00000375255,DCAF17
ENST00000539783,DCAF17
ENST00000611110,DCAF17
ENST00000409484,CYBRD1
ENST00000321348,CYBRD1
ENST00000375252,CYBRD1
ENST00000340296,DYNC1I2
ENST00000397119,DYNC1I2
ENST00000410079,DYNC1I2
ENST00000508530,DYNC1I2
ENST00000409197,DYNC1I2
ENST00000409317,DYNC1I2
ENST00000409773,DYNC1I2
ENST00000409453,DYNC1I2
ENST00000422440,SLC25A12
ENST00000264108,HAT1
ENST00000315796,METAP1D
ENST00000361725,DLX1
ENST00000341900,DLX1
ENST00000234198,DLX2
ENST00000466293,DLX2
ENST00000409532,ITGA6
ENST00000684293,ITGA6
ENST00000409080,ITGA6
ENST00000442250,ITGA6
ENST000002641072,ITGA6
ENST00000458358,ITGA6
ENST00000392571,PDK1
ENST00000410055,PDK1
ENST00000282077,PDK1
ENST00000397081,RAPGEF4
ENST00000409036,RAPGEF4
ENST00000397087,RAPGEF4
ENST00000538974,RAPGEF4
ENST00000540783,RAPGEF4
ENST00000535187,RAPGEF4
ENST00000539448,MAP3K20
ENST00000409176,MAP3K20
ENST00000338983,MAP3K20
ENST00000375213,MAP3K20
ENST00000347703,CDCA7
ENST00000410101,CDCA7
ENST00000410019,CDCA7
ENST00000306721,CDCA7
ENST000003100152,SP3
ENST00000418194,SP3
ENST00000652005,SP3
ENST00000284719,OLA1
ENST00000344357,OLA1
ENST00000428402,OLA1
ENST00000409546,OLA1
ENST00000394967,SP9
ENST00000342016,CIR1
ENST000002727321,SCRN3
ENST00000409673,SCRN3
ENST00000392552,GPR155
ENST00000614352,GPR155
ENST00000392551,GPR155
ENST00000295500,GPR155
ENST00000392547,WIPF1
ENST00000679041,WIPF1
ENST00000272746,WIPF1
ENST00000359761,WIPF1
ENST00000392546,WIPF1
ENST00000409891,WIPF1
ENST00000409415,WIPF1
ENST00000410117,WIPF1
ENST00000348749,CHRNA1
ENST00000672640,CHRNA1
ENST00000261007,CHRNA1
ENST00000409219,CHRNA1
ENST00000409542,CHRNA1
ENST00000636168,CHRNA1
ENST00000409323,CHRNA1
ENST00000409900,CHN1
ENST000002954972,CHN1
ENST00000652036,CHN1
ENST00000650731,CHN1
ENST00000409597,CHN1
ENST00000413882,CHN1
ENST00000651246,CHN1
ENST00000409156,CHN1
ENST00000345739,ATF2
ENST00000426833,ATF2
ENST00000264110,ATF2
ENST00000409437,ATF2
ENST00000409635,ATF2
ENST00000538946,ATF2
ENST00000392544,ATF2
ENST00000409499,ATF2
ENST00000409833,ATF2
ENST00000284727,ATP5MC3
ENST00000409194,ATP5MC3
ENST00000392541,ATP5MC3
ENST00000272748,LNPK
ENST00000544803,LNPK
ENST00000308618,EVX2
ENST00000392539,HOXD13
ENST00000406506,HOXD12
ENST00000404162,HOXD12
ENST00000249504,HOXD11
ENST00000249501,HOXD10
ENST00000249499,HOXD9
ENST00000429017,HOXD8
ENST00000313173,HOXD8
ENST00000544999,HOXD8
ENST00000450510,HOXD8
ENST00000683222,HOXD3
ENST00000410016,HOXD3
ENST00000249440,HOXD3
ENST00000306324,HOXD4
ENST00000331462,HOXD1
ENST000002494421,MTX2
ENST00000443241,MTX2
ENST00000392524,HNRNPA3
ENST00000677043,HNRNPA3
ENST00000677863,HNRNPA3
ENST00000676681,HNRNPA3
ENST00000678111,HNRNPA3
ENST00000676874,HNRNPA3
ENST00000676736,HNRNPA3
ENST00000411529,HNRNPA3
ENST00000435711,HNRNPA3
ENST00000679328,HNRNPA3
ENST00000397063,NFE2L2
ENST00000446151,NFE2L2
ENST00000397062,NFE2L2
ENST00000464747,NFE2L2
ENST00000423513,NFE2L2
ENST00000680770,AGPS
ENST00000637633,AGPS
ENST00000679459,AGPS
ENST00000409888,AGPS
ENST000002641671,AGPS
ENST00000642466,AGPS
ENST00000680155,AGPS
ENST00000679478,AGPS
ENST00000681449,AGPS
ENST00000679994,AGPS
ENST00000408939,TTC30B
ENST00000355689,TTC30A
ENST000002860631,PDE11A
ENST00000409504,PDE11A
ENST00000389683,PDE11A
ENST00000358450,PDE11A
ENST000002860700,RBM45
ENST00000616198,RBM45
ENST00000392505,OSBPL6
ENST00000359685,OSBPL6
ENST00000357080,OSBPL6
ENST00000190611,OSBPL6
ENST00000409045,OSBPL6
ENST00000409631,OSBPL6
ENST00000315022,OSBPL6
ENST00000325748,PRKRA
ENST00000677981,PRKRA
ENST00000678845,PRKRA
ENST00000677689,PRKRA
ENST00000678775,PRKRA
ENST00000487082,PRKRA
ENST00000432031,PRKRA
ENST00000642492,PJVK
ENST00000644580,PJVK
ENST00000645817,PJVK
ENST00000647226,PJVK
ENST00000642192,PJVK
ENST00000375129,PJVK
ENST00000424785,FKBP7
ENST00000434643,FKBP7
ENST000002344530,PLEKHA3
ENST000003429920,TTN
ENST00000460472,TTN
ENST00000589042,TTN
ENST00000591111,TTN
ENST000003592180,TTN
ENST000003421751,TTN
ENST000003608700,TTN
ENST00000443758,CCDC141
ENST00000409284,CCDC141
ENST00000428443,SESTD1
ENST00000410066,ZNF385B
ENST00000336917,ZNF385B
ENST00000409343,ZNF385B
ENST00000409692,ZNF385B
ENST00000410053,CWC22
ENST00000602959,UBE2E3
ENST00000392415,UBE2E3
ENST00000410062,UBE2E3
ENST00000602475,UBE2E3
ENST00000602710,UBE2E3
ENST00000602632,UBE2E3
ENST00000339307,ITGA4
ENST00000397033,ITGA4
ENST00000684145,CERKL
ENST00000410087,CERKL
ENST00000409440,CERKL
ENST00000374969,CERKL
ENST00000339098,CERKL
ENST00000374970,CERKL
ENST00000295108,NEUROD1
ENST00000684079,NEUROD1
ENST00000683430,NEUROD1
ENST00000431877,ITPRID2
ENST000003203701,ITPRID2
ENST00000409001,ITPRID2
ENST00000409136,ITPRID2
ENST00000682840,PPP1R1C
ENST00000409137,PPP1R1C
ENST00000280295,PPP1R1C
ENST00000409702,PPP1R1C
ENST00000435564,PDE1A
ENST00000409365,PDE1A
ENST00000358139,PDE1A
ENST00000351439,PDE1A
ENST00000410103,PDE1A
ENST00000680258,DNAJC10
ENST00000680667,DNAJC10
ENST000002640652,DNAJC10
ENST00000616986,DNAJC10
ENST00000679884,DNAJC10
ENST00000537515,DNAJC10
ENST00000295113,FRZB
ENST00000361354,NCKAP1
ENST00000360982,NCKAP1
ENST000003426190,DUSP19
ENST00000354221,DUSP19
ENST00000409798,NUP35
ENST00000295119,NUP35
ENST00000302277,ZNF804A
ENST00000424728,FSIP2
ENST00000611759,FSIP2
ENST000003378591,ZC3H15
ENST00000261023,ITGAV
ENST00000374907,ITGAV
ENST00000433736,ITGAV
ENST000003046980,FAM171B
ENST00000612606,FAM171B
ENST00000295131,ZSWIM2
ENST00000392370,CALCRL
ENST00000409998,CALCRL
ENST00000410068,CALCRL
ENST00000392365,TFPI
ENST00000233156,TFPI
ENST00000409676,TFPI
ENST00000339091,TFPI
ENST00000409843,GULP1
ENST00000409830,GULP1
ENST00000410051,GULP1
ENST00000409805,GULP1
ENST00000359135,GULP1
ENST00000409580,GULP1
ENST00000409637,GULP1
ENST00000409609,GULP1
ENST00000304636,COL3A1
ENST00000317840,COL3A1
ENST00000374866,COL5A2
ENST00000618828,COL5A2
ENST00000314761,WDR75
ENST00000631047,WDR75
ENST00000261024,SLC40A1
ENST00000607062,ASNSD1
ENST00000260952,ASNSD1
ENST00000607829,ASDURF
ENST00000607535,ASDURF
ENST00000607690,ASDURF
ENST00000606910,AC012488.3
ENST00000684021,ANKAR
ENST00000520309,ANKAR
ENST00000313581,ANKAR
ENST000002641510,OSGEPL1
ENST00000519810,OSGEPL1
ENST00000522700,OSGEPL1
ENST00000392349,ORMDL1
ENST00000392350,ORMDL1
ENST00000325795,ORMDL1
ENST00000409519,ORMDL1
ENST00000639501,PMS1
ENST00000624204,PMS1
ENST00000432292,PMS1
ENST00000418224,PMS1
ENST00000618056,PMS1
ENST00000409985,PMS1
ENST00000441310,PMS1
ENST00000409823,PMS1
ENST00000374826,PMS1
ENST00000447232,PMS1
ENST00000396974,C2orf88
ENST00000409870,C2orf88
ENST00000340623,C2orf88
ENST00000443551,C2orf88
ENST00000260950,MSTN
ENST000003596780,HIBCH
ENST00000392332,HIBCH
ENST00000410045,HIBCH
ENST00000322522,INPP1
ENST00000392329,INPP1
ENST00000392328,MFSD6
ENST000002814161,MFSD6
ENST00000409150,NEMP2
ENST00000409581,NAB1
ENST000003373860,NAB1
ENST00000409641,NAB1
ENST00000320717,GLS
ENST00000338435,GLS
ENST00000409626,GLS
ENST00000409428,GLS
ENST00000409215,GLS
ENST00000673816,STAT1
ENST00000673847,STAT1
ENST00000361099,STAT1
ENST00000540176,STAT1
ENST00000673777,STAT1
ENST00000673942,STAT1
ENST00000409465,STAT1
ENST00000673952,STAT1
ENST00000392322,STAT1
ENST00000673841,STAT1
ENST00000392323,STAT1
ENST00000392320,STAT4
ENST00000358470,STAT4
ENST00000409995,STAT4
ENST00000339514,MYO1B
ENST00000392318,MYO1B
ENST00000304164,MYO1B
ENST00000392316,MYO1B
ENST00000425611,NABP1
ENST00000410026,NABP1
ENST00000409510,NABP1
ENST00000304141,CAVIN2
ENST00000392314,TMEFF2
ENST000002727710,TMEFF2
ENST00000409056,TMEFF2
ENST00000409086,SLC39A10
ENST000003596340,SLC39A10
ENST00000409063,DNAH7
ENST000003124281,DNAH7
ENST00000410072,DNAH7
ENST00000263955,STK17B
ENST00000409228,STK17B
ENST00000260983,HECW2
ENST00000644978,HECW2
ENST00000644030,HECW2
ENST00000644256,HECW2
ENST00000389175,CCDC150
ENST00000409270,CCDC150
ENST00000263956,GTF3C3
ENST00000409364,GTF3C3
ENST00000342506,C2orf66
ENST00000354764,PGAP1
ENST00000409475,PGAP1
ENST00000409188,PGAP1
ENST000002822725,ANKRD44
ENST00000647377,ANKRD44
ENST00000328737,ANKRD44
ENST00000409153,ANKRD44
ENST00000409919,ANKRD44
ENST000003355081,SF3B1
ENST00000414963,SF3B1
ENST00000487698,SF3B1
ENST00000263960,COQ10B
ENST00000409398,COQ10B
ENST00000409010,COQ10B
ENST00000388968,HSPD1
ENST00000677913,HSPD1
ENST00000678761,HSPD1
ENST00000439605,HSPD1
ENST00000418022,HSPD1
ENST00000428204,HSPD1
ENST00000678170,HSPD1
ENST00000676933,HSPD1
ENST00000678621,HSPD1
ENST00000452200,HSPD1
ENST00000345042,HSPD1
ENST00000426480,HSPD1
ENST00000409729,HSPE1
ENST00000409468,HSPE1
ENST000002338930,HSPE1
ENST00000604458,HSPE1-MOB4
ENST00000233892,MOB4
ENST00000409916,MOB4
ENST00000448447,MOB4
ENST00000323303,MOB4
ENST00000409360,MOB4
ENST00000295049,RFTN2
ENST00000282276,MARS2
ENST00000430004,BOLL
ENST000002822782,BOLL
ENST000003218011,BOLL
ENST00000392296,BOLL
ENST00000433157,BOLL
ENST00000428675,PLCL1
ENST00000437704,PLCL1
ENST00000614512,SATB2
ENST00000417098,SATB2
ENST00000443023,SATB2
ENST00000260926,SATB2
ENST00000428695,SATB2
ENST00000457245,SATB2
ENST00000416668,FTCDNL1
ENST00000420922,FTCDNL1
ENST00000420128,FTCDNL1
ENST00000622774,FTCDNL1
ENST00000319974,C2orf69
ENST00000354611,TYW5
ENST00000295079,MAIP1
ENST00000392290,MAIP1
ENST00000409718,SPATS2L
ENST00000358677,SPATS2L
ENST00000409988,SPATS2L
ENST00000409385,SPATS2L
ENST00000451764,SPATS2L
ENST00000360760,SPATS2L
ENST00000409140,SPATS2L
ENST00000619961,SPATS2L
ENST00000409151,SPATS2L
ENST00000359878,KCTD18
ENST00000409157,KCTD18
ENST00000409203,SGO2
ENST00000357799,SGO2
ENST00000374700,AOX1
ENST00000409600,BZW1
ENST00000409226,BZW1
ENST00000452790,BZW1
ENST00000321356,CLK1
ENST00000621181,CLK1
ENST00000409769,CLK1
ENST00000434813,CLK1
ENST00000392283,PPIL3
ENST000002861752,PPIL3
ENST00000409361,PPIL3
ENST00000409449,PPIL3
ENST00000651500,NIF3L1
ENST00000409020,NIF3L1
ENST00000359683,NIF3L1
ENST00000409357,NIF3L1
ENST00000416651,NIF3L1
ENST00000409588,NIF3L1
ENST00000234296,ORC2
ENST00000418596,FAM126B
ENST00000681958,FAM126B
ENST00000450023,NDUFB3
ENST00000237889,NDUFB3
ENST00000433898,NDUFB3
ENST00000684175,NDUFB3
ENST00000682325,NDUFB3
ENST00000454214,NDUFB3
ENST00000684420,NDUFB3
ENST00000443227,CFLAR
ENST00000309955,CFLAR
ENST000003412220,CFLAR
ENST000003415820,CFLAR
ENST00000342795,CFLAR
ENST00000395148,CFLAR
ENST00000423241,CFLAR
ENST00000440180,CFLAR
ENST00000457277,CFLAR
ENST00000494258,CFLAR
ENST00000479953,CFLAR
ENST00000340870,CFLAR
ENST00000360132,CASP10
ENST00000272879,CASP10
ENST000002861861,CASP10
ENST00000374650,CASP10
ENST00000346817,CASP10
ENST000003137281,CASP10
ENST00000448480,CASP10
ENST000002642743,CASP8
ENST00000432109,CASP8
ENST00000264275,CASP8
ENST00000392258,CASP8
ENST00000358485,CASP8
ENST00000392266,CASP8
ENST000003234921,CASP8
ENST00000673742,CASP8
ENST00000286190,FLACC1
ENST00000392257,FLACC1
ENST00000405148,FLACC1
ENST00000439709,FLACC1
ENST00000332624,TRAK2
ENST00000430254,TRAK2
ENST00000194530,STRADB
ENST00000392249,STRADB
ENST00000439140,C2CD6
ENST00000286195,C2CD6
ENST00000439802,C2CD6
ENST00000450242,C2CD6
ENST00000409444,TMEM237
ENST00000409883,TMEM237
ENST00000621467,TMEM237
ENST000003155061,MPP4
ENST00000409474,MPP4
ENST00000396886,MPP4
ENST00000359962,MPP4
ENST00000620095,MPP4
ENST00000428900,MPP4
ENST00000409143,MPP4
ENST00000447335,MPP4
ENST000002642761,ALS2
ENST00000680861,ALS2
ENST00000681558,ALS2
ENST00000680497,ALS2
ENST00000679516,ALS2
ENST00000680163,ALS2
ENST00000681495,ALS2
ENST00000681808,ALS2
ENST00000681619,ALS2
ENST00000680759,ALS2
ENST00000680814,ALS2
ENST00000680000,ALS2
ENST00000681303,ALS2
ENST00000681152,ALS2
ENST00000679939,ALS2
ENST00000679550,ALS2
ENST00000679949,ALS2
ENST00000680287,ALS2
ENST00000467448,ALS2
ENST00000680188,ALS2
ENST00000681312,ALS2
ENST00000679503,ALS2
ENST00000409632,ALS2
ENST00000679728,ALS2
ENST00000410091,CDK15
ENST00000260967,CDK15
ENST00000652192,CDK15
ENST00000450471,CDK15
ENST00000434439,CDK15
ENST00000286201,FZD7
ENST00000498697,KIAA2012
ENST00000392246,SUMO1
ENST00000392245,SUMO1
ENST00000409368,SUMO1
ENST00000392244,SUMO1
ENST00000409712,SUMO1
ENST00000409181,SUMO1
ENST00000409498,SUMO1
ENST00000409205,SUMO1
ENST000002642790,NOP58
ENST000003745800,BMPR2
ENST00000374574,BMPR2
ENST00000638587,BMPR2
ENST00000392238,FAM117B
ENST00000617388,ICA1L
ENST00000358299,ICA1L
ENST00000392237,ICA1L
ENST00000425178,ICA1L
ENST00000418208,ICA1L
ENST00000261015,WDR12
ENST00000402905,CARF
ENST000003204432,CARF
ENST00000444724,CARF
ENST00000438828,CARF
ENST00000414439,CARF
ENST00000428585,CARF
ENST00000434998,CARF
ENST00000683969,NBEAL1
ENST00000449802,NBEAL1
ENST00000682108,NBEAL1
ENST00000429815,CYP20A1
ENST00000613925,CYP20A1
ENST00000356079,CYP20A1
ENST00000261017,ABI2
ENST00000430418,ABI2
ENST000002610182,ABI2
ENST000002958510,ABI2
ENST00000424558,ABI2
ENST00000422511,ABI2
ENST00000457812,RAPH1
ENST000003191700,RAPH1
ENST00000374493,RAPH1
ENST00000630330,RAPH1
ENST00000308091,RAPH1
ENST00000419464,RAPH1
ENST00000423104,RAPH1
ENST00000439222,RAPH1
ENST00000453034,RAPH1
ENST00000418114,RAPH1
ENST00000374481,CD28
ENST00000458610,CD28
ENST00000324106,CD28
ENST00000648405,CTLA4
ENST000002958540,CTLA4
ENST00000487393,CTLA4
ENST00000472206,CTLA4
ENST000003163861,ICOS
ENST00000435193,ICOS
ENST00000406610,PARD3B
ENST00000462231,PARD3B
ENST00000358768,PARD3B
ENST00000351153,PARD3B
ENST00000349953,PARD3B
ENST00000613457,PARD3B
ENST00000614500,PARD3B
ENST00000622699,PARD3B
ENST00000360409,NRP2
ENST000003577850,NRP2
ENST00000417189,NRP2
ENST00000357118,NRP2
ENST00000272849,NRP2
ENST00000412873,NRP2
ENST00000403263,INO80D
ENST000002331901,NDUFS1
ENST00000455934,NDUFS1
ENST00000423725,NDUFS1
ENST00000457011,NDUFS1
ENST00000440274,NDUFS1
ENST00000449699,NDUFS1
ENST00000432169,NDUFS1
ENST00000236957,EEF1B2
ENST00000392221,EEF1B2
ENST00000392222,EEF1B2
ENST00000407325,GPR1
ENST00000621141,GPR1
ENST00000612892,GPR1
ENST00000437420,GPR1
ENST00000374423,ZDBF2
ENST00000649650,ZDBF2
ENST00000650097,ZDBF2
ENST00000649998,ZDBF2
ENST00000611847,ZDBF2
ENST00000264377,ADAM23
ENST00000374415,ADAM23
ENST00000441223,FAM237A
ENST00000452335,DYTN
ENST00000374412,MDH1B
ENST00000449792,MDH1B
ENST00000454776,MDH1B
ENST000002369800,FASTKD2
ENST00000403094,FASTKD2
ENST00000402774,FASTKD2
ENST00000272852,CPO
ENST00000412414,KLF7
ENST000003094461,KLF7
ENST00000421199,KLF7
ENST00000423015,KLF7
ENST00000458272,KLF7
ENST00000430624,CREB1
ENST00000432329,CREB1
ENST00000353267,CREB1
ENST00000432416,METTL21A
ENST00000458426,METTL21A
ENST00000425132,METTL21A
ENST00000411432,METTL21A
ENST00000448007,METTL21A
ENST00000272839,METTL21A
ENST00000448823,METTL21A
ENST00000406927,METTL21A
ENST00000426075,METTL21A
ENST00000442521,METTL21A
ENST00000392209,CCNYL1
ENST00000295414,CCNYL1
ENST00000420822,CCNYL1
ENST00000339882,CCNYL1
ENST00000295417,FZD5
ENST00000427836,PLEKHM3
ENST00000457206,PLEKHM3
ENST00000264376,CRYGD
ENST00000282141,CRYGC
ENST00000260988,CRYGB
ENST00000304502,CRYGA
ENST00000341287,C2orf80
ENST00000451346,C2orf80
ENST00000453017,C2orf80
ENST00000345146,IDH1
ENST00000446179,IDH1
ENST00000415913,IDH1
ENST00000264380,PIKFYVE
ENST00000392202,PIKFYVE
ENST00000407449,PIKFYVE
ENST000003088620,PIKFYVE
ENST00000617735,PTH2R
ENST00000272847,PTH2R
ENST00000682079,MAP2
ENST000001999400,MAP2
ENST00000360351,MAP2
ENST00000361559,MAP2
ENST00000392194,MAP2
ENST00000447185,MAP2
ENST00000673951,UNC80
ENST00000673920,UNC80
ENST00000439458,UNC80
ENST000002728450,UNC80
ENST000003545060,RPE
ENST00000436630,RPE
ENST00000454822,RPE
ENST00000429921,RPE
ENST000003594291,RPE
ENST00000429907,RPE
ENST00000445268,RPE
ENST00000452025,RPE
ENST00000438204,RPE
ENST00000411934,RPE
ENST00000435437,RPE
ENST000002817724,KANSL1L
ENST00000418791,KANSL1L
ENST00000457374,KANSL1L
ENST00000452086,KANSL1L
